zipcode,zone,trange,zonetitle
43565,6a,-10 to -5,6a: -10 to -5
43566,6a,-10 to -5,6a: -10 to -5
43567,6a,-10 to -5,6a: -10 to -5
43569,6a,-10 to -5,6a: -10 to -5
43570,6a,-10 to -5,6a: -10 to -5
43571,6a,-10 to -5,6a: -10 to -5
43601,6b,-5 to 0,6b: -5 to 0
43603,6b,-5 to 0,6b: -5 to 0
43604,6b,-5 to 0,6b: -5 to 0
43605,6b,-5 to 0,6b: -5 to 0
43606,6b,-5 to 0,6b: -5 to 0
43607,6b,-5 to 0,6b: -5 to 0
43608,6b,-5 to 0,6b: -5 to 0
43609,6b,-5 to 0,6b: -5 to 0
43610,6b,-5 to 0,6b: -5 to 0
43611,6b,-5 to 0,6b: -5 to 0
43612,6b,-5 to 0,6b: -5 to 0
43613,6b,-5 to 0,6b: -5 to 0
43614,6a,-10 to -5,6a: -10 to -5
43615,6a,-10 to -5,6a: -10 to -5
43616,6b,-5 to 0,6b: -5 to 0
43617,6a,-10 to -5,6a: -10 to -5
43619,6b,-5 to 0,6b: -5 to 0
43620,6b,-5 to 0,6b: -5 to 0
43623,6a,-10 to -5,6a: -10 to -5
43635,6a,-10 to -5,6a: -10 to -5
43652,6b,-5 to 0,6b: -5 to 0
43654,6b,-5 to 0,6b: -5 to 0
43656,6a,-10 to -5,6a: -10 to -5
43657,6b,-5 to 0,6b: -5 to 0
43659,6b,-5 to 0,6b: -5 to 0
43660,6b,-5 to 0,6b: -5 to 0
43661,6b,-5 to 0,6b: -5 to 0
43666,6b,-5 to 0,6b: -5 to 0
43667,6b,-5 to 0,6b: -5 to 0
43681,6b,-5 to 0,6b: -5 to 0
43682,6b,-5 to 0,6b: -5 to 0
43697,6b,-5 to 0,6b: -5 to 0
43699,6a,-10 to -5,6a: -10 to -5
43701,6a,-10 to -5,6a: -10 to -5
43702,6a,-10 to -5,6a: -10 to -5
43711,6a,-10 to -5,6a: -10 to -5
43713,6a,-10 to -5,6a: -10 to -5
43716,6a,-10 to -5,6a: -10 to -5
43717,6a,-10 to -5,6a: -10 to -5
43718,6a,-10 to -5,6a: -10 to -5
43719,6a,-10 to -5,6a: -10 to -5
43720,6a,-10 to -5,6a: -10 to -5
43721,6a,-10 to -5,6a: -10 to -5
43722,6a,-10 to -5,6a: -10 to -5
43723,6a,-10 to -5,6a: -10 to -5
43724,6a,-10 to -5,6a: -10 to -5
43725,6a,-10 to -5,6a: -10 to -5
43727,6a,-10 to -5,6a: -10 to -5
43728,6a,-10 to -5,6a: -10 to -5
43730,5b,-15 to -10,5b: -15 to -10
43731,6a,-10 to -5,6a: -10 to -5
43732,6a,-10 to -5,6a: -10 to -5
43733,6a,-10 to -5,6a: -10 to -5
43734,6a,-10 to -5,6a: -10 to -5
43735,6a,-10 to -5,6a: -10 to -5
43736,6a,-10 to -5,6a: -10 to -5
43738,6a,-10 to -5,6a: -10 to -5
43739,6a,-10 to -5,6a: -10 to -5
43740,6a,-10 to -5,6a: -10 to -5
43746,6a,-10 to -5,6a: -10 to -5
43747,6a,-10 to -5,6a: -10 to -5
43748,6a,-10 to -5,6a: -10 to -5
43749,6a,-10 to -5,6a: -10 to -5
43750,6a,-10 to -5,6a: -10 to -5
43752,6a,-10 to -5,6a: -10 to -5
43754,6a,-10 to -5,6a: -10 to -5
43755,6a,-10 to -5,6a: -10 to -5
43756,6a,-10 to -5,6a: -10 to -5
43757,6a,-10 to -5,6a: -10 to -5
43758,6a,-10 to -5,6a: -10 to -5
43759,6a,-10 to -5,6a: -10 to -5
43760,6a,-10 to -5,6a: -10 to -5
43761,6a,-10 to -5,6a: -10 to -5
43762,6a,-10 to -5,6a: -10 to -5
43764,6a,-10 to -5,6a: -10 to -5
43766,6a,-10 to -5,6a: -10 to -5
43767,6a,-10 to -5,6a: -10 to -5
43768,6a,-10 to -5,6a: -10 to -5
43771,6a,-10 to -5,6a: -10 to -5
43772,6a,-10 to -5,6a: -10 to -5
43773,6a,-10 to -5,6a: -10 to -5
43777,6a,-10 to -5,6a: -10 to -5
43778,6a,-10 to -5,6a: -10 to -5
43779,6a,-10 to -5,6a: -10 to -5
43780,6a,-10 to -5,6a: -10 to -5
43782,6a,-10 to -5,6a: -10 to -5
43783,6a,-10 to -5,6a: -10 to -5
43786,6a,-10 to -5,6a: -10 to -5
43787,6a,-10 to -5,6a: -10 to -5
43788,6a,-10 to -5,6a: -10 to -5
43791,6a,-10 to -5,6a: -10 to -5
43793,6a,-10 to -5,6a: -10 to -5
43802,6a,-10 to -5,6a: -10 to -5
43803,6a,-10 to -5,6a: -10 to -5
43804,6a,-10 to -5,6a: -10 to -5
43805,6a,-10 to -5,6a: -10 to -5
43811,6a,-10 to -5,6a: -10 to -5
43812,6a,-10 to -5,6a: -10 to -5
43821,6a,-10 to -5,6a: -10 to -5
43822,6a,-10 to -5,6a: -10 to -5
43824,6a,-10 to -5,6a: -10 to -5
43828,6a,-10 to -5,6a: -10 to -5
43830,6a,-10 to -5,6a: -10 to -5
43832,6a,-10 to -5,6a: -10 to -5
43836,6a,-10 to -5,6a: -10 to -5
43837,6a,-10 to -5,6a: -10 to -5
43840,6a,-10 to -5,6a: -10 to -5
43842,6a,-10 to -5,6a: -10 to -5
43843,5b,-15 to -10,5b: -15 to -10
43844,6a,-10 to -5,6a: -10 to -5
43845,6a,-10 to -5,6a: -10 to -5
43901,6a,-10 to -5,6a: -10 to -5
43902,6a,-10 to -5,6a: -10 to -5
43903,6a,-10 to -5,6a: -10 to -5
43905,6a,-10 to -5,6a: -10 to -5
43906,6b,-5 to 0,6b: -5 to 0
43907,6a,-10 to -5,6a: -10 to -5
43908,6a,-10 to -5,6a: -10 to -5
43909,6b,-5 to 0,6b: -5 to 0
43910,6a,-10 to -5,6a: -10 to -5
43912,6b,-5 to 0,6b: -5 to 0
43913,6b,-5 to 0,6b: -5 to 0
43914,6a,-10 to -5,6a: -10 to -5
43915,6a,-10 to -5,6a: -10 to -5
43916,6b,-5 to 0,6b: -5 to 0
43917,6a,-10 to -5,6a: -10 to -5
43920,6a,-10 to -5,6a: -10 to -5
43925,6a,-10 to -5,6a: -10 to -5
43926,6b,-5 to 0,6b: -5 to 0
43927,6a,-10 to -5,6a: -10 to -5
43928,6a,-10 to -5,6a: -10 to -5
43930,6a,-10 to -5,6a: -10 to -5
43931,6a,-10 to -5,6a: -10 to -5
43932,6b,-5 to 0,6b: -5 to 0
43933,6a,-10 to -5,6a: -10 to -5
43934,6b,-5 to 0,6b: -5 to 0
43935,6b,-5 to 0,6b: -5 to 0
43937,6a,-10 to -5,6a: -10 to -5
43938,6b,-5 to 0,6b: -5 to 0
43939,6a,-10 to -5,6a: -10 to -5
43940,6b,-5 to 0,6b: -5 to 0
43941,6a,-10 to -5,6a: -10 to -5
43942,6b,-5 to 0,6b: -5 to 0
43943,6b,-5 to 0,6b: -5 to 0
43944,6a,-10 to -5,6a: -10 to -5
43945,6a,-10 to -5,6a: -10 to -5
43946,6a,-10 to -5,6a: -10 to -5
43947,6b,-5 to 0,6b: -5 to 0
43948,6a,-10 to -5,6a: -10 to -5
43950,6a,-10 to -5,6a: -10 to -5
43951,6a,-10 to -5,6a: -10 to -5
43952,6b,-5 to 0,6b: -5 to 0
43953,6b,-5 to 0,6b: -5 to 0
43961,6b,-5 to 0,6b: -5 to 0
43962,5b,-15 to -10,5b: -15 to -10
43963,6b,-5 to 0,6b: -5 to 0
43964,6b,-5 to 0,6b: -5 to 0
43967,6a,-10 to -5,6a: -10 to -5
43968,6a,-10 to -5,6a: -10 to -5
43970,6a,-10 to -5,6a: -10 to -5
43971,6b,-5 to 0,6b: -5 to 0
43972,6a,-10 to -5,6a: -10 to -5
43973,6a,-10 to -5,6a: -10 to -5
43974,6a,-10 to -5,6a: -10 to -5
43976,6a,-10 to -5,6a: -10 to -5
43977,6a,-10 to -5,6a: -10 to -5
43981,6a,-10 to -5,6a: -10 to -5
43983,6a,-10 to -5,6a: -10 to -5
43984,6a,-10 to -5,6a: -10 to -5
43985,6a,-10 to -5,6a: -10 to -5
43986,6a,-10 to -5,6a: -10 to -5
43988,6a,-10 to -5,6a: -10 to -5
44001,6a,-10 to -5,6a: -10 to -5
44003,5b,-15 to -10,5b: -15 to -10
44004,6b,-5 to 0,6b: -5 to 0
44005,6b,-5 to 0,6b: -5 to 0
44010,6a,-10 to -5,6a: -10 to -5
44011,6b,-5 to 0,6b: -5 to 0
44012,6b,-5 to 0,6b: -5 to 0
44017,6a,-10 to -5,6a: -10 to -5
44021,6a,-10 to -5,6a: -10 to -5
44022,5b,-15 to -10,5b: -15 to -10
44023,6a,-10 to -5,6a: -10 to -5
44024,5b,-15 to -10,5b: -15 to -10
44026,6a,-10 to -5,6a: -10 to -5
44028,6a,-10 to -5,6a: -10 to -5
44030,6b,-5 to 0,6b: -5 to 0
44032,5b,-15 to -10,5b: -15 to -10
44033,5b,-15 to -10,5b: -15 to -10
44035,6a,-10 to -5,6a: -10 to -5
44036,6a,-10 to -5,6a: -10 to -5
44039,6a,-10 to -5,6a: -10 to -5
44040,6a,-10 to -5,6a: -10 to -5
44041,6b,-5 to 0,6b: -5 to 0
44044,6a,-10 to -5,6a: -10 to -5
44045,6b,-5 to 0,6b: -5 to 0
44046,5b,-15 to -10,5b: -15 to -10
44047,5b,-15 to -10,5b: -15 to -10
44048,6a,-10 to -5,6a: -10 to -5
44049,6a,-10 to -5,6a: -10 to -5
44050,6a,-10 to -5,6a: -10 to -5
44052,6a,-10 to -5,6a: -10 to -5
44053,6a,-10 to -5,6a: -10 to -5
44054,6a,-10 to -5,6a: -10 to -5
44055,6a,-10 to -5,6a: -10 to -5
44056,6a,-10 to -5,6a: -10 to -5
44057,6b,-5 to 0,6b: -5 to 0
44060,6b,-5 to 0,6b: -5 to 0
44061,6b,-5 to 0,6b: -5 to 0
44062,6a,-10 to -5,6a: -10 to -5
44064,5b,-15 to -10,5b: -15 to -10
44065,5b,-15 to -10,5b: -15 to -10
44067,6a,-10 to -5,6a: -10 to -5
44068,6b,-5 to 0,6b: -5 to 0
44070,6b,-5 to 0,6b: -5 to 0
44072,5b,-15 to -10,5b: -15 to -10
44073,5b,-15 to -10,5b: -15 to -10
44074,6a,-10 to -5,6a: -10 to -5
44076,6a,-10 to -5,6a: -10 to -5
44077,6b,-5 to 0,6b: -5 to 0
44080,6a,-10 to -5,6a: -10 to -5
44081,6b,-5 to 0,6b: -5 to 0
44082,5b,-15 to -10,5b: -15 to -10
44084,6a,-10 to -5,6a: -10 to -5
44085,5b,-15 to -10,5b: -15 to -10
44086,5b,-15 to -10,5b: -15 to -10
44087,6a,-10 to -5,6a: -10 to -5
44088,6a,-10 to -5,6a: -10 to -5
44089,6a,-10 to -5,6a: -10 to -5
44090,6a,-10 to -5,6a: -10 to -5
44092,6b,-5 to 0,6b: -5 to 0
44093,5b,-15 to -10,5b: -15 to -10
44094,6b,-5 to 0,6b: -5 to 0
44095,6b,-5 to 0,6b: -5 to 0
44096,6b,-5 to 0,6b: -5 to 0
44097,6b,-5 to 0,6b: -5 to 0
44099,6a,-10 to -5,6a: -10 to -5
44101,6b,-5 to 0,6b: -5 to 0
44102,6b,-5 to 0,6b: -5 to 0
44103,6b,-5 to 0,6b: -5 to 0
44104,6b,-5 to 0,6b: -5 to 0
44105,6a,-10 to -5,6a: -10 to -5
44106,6b,-5 to 0,6b: -5 to 0
44107,6b,-5 to 0,6b: -5 to 0
44108,6b,-5 to 0,6b: -5 to 0
44109,6b,-5 to 0,6b: -5 to 0
44110,6b,-5 to 0,6b: -5 to 0
44111,6b,-5 to 0,6b: -5 to 0
44112,6b,-5 to 0,6b: -5 to 0
44113,6b,-5 to 0,6b: -5 to 0
44114,6b,-5 to 0,6b: -5 to 0
44115,6b,-5 to 0,6b: -5 to 0
44116,6b,-5 to 0,6b: -5 to 0
44117,6b,-5 to 0,6b: -5 to 0
44118,6a,-10 to -5,6a: -10 to -5
44119,6b,-5 to 0,6b: -5 to 0
44120,6a,-10 to -5,6a: -10 to -5
44121,6a,-10 to -5,6a: -10 to -5
44122,6a,-10 to -5,6a: -10 to -5
44123,6b,-5 to 0,6b: -5 to 0
44124,6a,-10 to -5,6a: -10 to -5
44125,6a,-10 to -5,6a: -10 to -5
44126,6b,-5 to 0,6b: -5 to 0
44127,6b,-5 to 0,6b: -5 to 0
44128,6a,-10 to -5,6a: -10 to -5
44129,6a,-10 to -5,6a: -10 to -5
44130,6a,-10 to -5,6a: -10 to -5
44131,6a,-10 to -5,6a: -10 to -5
44132,6b,-5 to 0,6b: -5 to 0
44133,5b,-15 to -10,5b: -15 to -10
44134,6a,-10 to -5,6a: -10 to -5
44135,6b,-5 to 0,6b: -5 to 0
44136,6a,-10 to -5,6a: -10 to -5
44137,6a,-10 to -5,6a: -10 to -5
44138,6a,-10 to -5,6a: -10 to -5
44139,5b,-15 to -10,5b: -15 to -10
44140,6b,-5 to 0,6b: -5 to 0
44141,6a,-10 to -5,6a: -10 to -5
44142,6a,-10 to -5,6a: -10 to -5
44143,6a,-10 to -5,6a: -10 to -5
44144,6b,-5 to 0,6b: -5 to 0
44145,6b,-5 to 0,6b: -5 to 0
44146,6a,-10 to -5,6a: -10 to -5
44147,5b,-15 to -10,5b: -15 to -10
44149,6a,-10 to -5,6a: -10 to -5
44181,6b,-5 to 0,6b: -5 to 0
44188,6b,-5 to 0,6b: -5 to 0
44190,6b,-5 to 0,6b: -5 to 0
44191,6b,-5 to 0,6b: -5 to 0
44192,6b,-5 to 0,6b: -5 to 0
44193,6b,-5 to 0,6b: -5 to 0
44194,6b,-5 to 0,6b: -5 to 0
44195,6b,-5 to 0,6b: -5 to 0
44197,6b,-5 to 0,6b: -5 to 0
44198,6b,-5 to 0,6b: -5 to 0
44199,6b,-5 to 0,6b: -5 to 0
44201,6a,-10 to -5,6a: -10 to -5
44202,6a,-10 to -5,6a: -10 to -5
44203,6a,-10 to -5,6a: -10 to -5
44210,6a,-10 to -5,6a: -10 to -5
44211,6a,-10 to -5,6a: -10 to -5
44212,6a,-10 to -5,6a: -10 to -5
44214,6a,-10 to -5,6a: -10 to -5
44215,6a,-10 to -5,6a: -10 to -5
44216,6a,-10 to -5,6a: -10 to -5
44217,6a,-10 to -5,6a: -10 to -5
44221,6b,-5 to 0,6b: -5 to 0
44222,6b,-5 to 0,6b: -5 to 0
44223,6b,-5 to 0,6b: -5 to 0
44224,6b,-5 to 0,6b: -5 to 0
44230,6a,-10 to -5,6a: -10 to -5
44231,6a,-10 to -5,6a: -10 to -5
44232,6a,-10 to -5,6a: -10 to -5
44233,6a,-10 to -5,6a: -10 to -5
44234,6a,-10 to -5,6a: -10 to -5
44235,6a,-10 to -5,6a: -10 to -5
44236,6a,-10 to -5,6a: -10 to -5
44237,6a,-10 to -5,6a: -10 to -5
44240,6a,-10 to -5,6a: -10 to -5
44241,6a,-10 to -5,6a: -10 to -5
44242,6a,-10 to -5,6a: -10 to -5
44243,6a,-10 to -5,6a: -10 to -5
44250,6b,-5 to 0,6b: -5 to 0
44251,6a,-10 to -5,6a: -10 to -5
44253,6a,-10 to -5,6a: -10 to -5
44254,6a,-10 to -5,6a: -10 to -5
44255,6a,-10 to -5,6a: -10 to -5
44256,6a,-10 to -5,6a: -10 to -5
44258,6a,-10 to -5,6a: -10 to -5
44260,6a,-10 to -5,6a: -10 to -5
44262,6b,-5 to 0,6b: -5 to 0
44264,6b,-5 to 0,6b: -5 to 0
44265,6a,-10 to -5,6a: -10 to -5
44266,6a,-10 to -5,6a: -10 to -5
44270,6a,-10 to -5,6a: -10 to -5
44272,6a,-10 to -5,6a: -10 to -5
44273,6a,-10 to -5,6a: -10 to -5
44274,6a,-10 to -5,6a: -10 to -5
44275,6a,-10 to -5,6a: -10 to -5
44276,6a,-10 to -5,6a: -10 to -5
44278,6b,-5 to 0,6b: -5 to 0
44280,6a,-10 to -5,6a: -10 to -5
44281,6a,-10 to -5,6a: -10 to -5
44282,6a,-10 to -5,6a: -10 to -5
44285,6a,-10 to -5,6a: -10 to -5
44286,6a,-10 to -5,6a: -10 to -5
44287,6a,-10 to -5,6a: -10 to -5
44288,6a,-10 to -5,6a: -10 to -5
44301,6b,-5 to 0,6b: -5 to 0
44302,6b,-5 to 0,6b: -5 to 0
44303,6b,-5 to 0,6b: -5 to 0
44304,6b,-5 to 0,6b: -5 to 0
44305,6b,-5 to 0,6b: -5 to 0
44306,6b,-5 to 0,6b: -5 to 0
44307,6b,-5 to 0,6b: -5 to 0
44308,6b,-5 to 0,6b: -5 to 0
44309,6b,-5 to 0,6b: -5 to 0
44310,6b,-5 to 0,6b: -5 to 0
44311,6b,-5 to 0,6b: -5 to 0
44312,6b,-5 to 0,6b: -5 to 0
44313,6b,-5 to 0,6b: -5 to 0
44314,6b,-5 to 0,6b: -5 to 0
44315,6b,-5 to 0,6b: -5 to 0
44316,6b,-5 to 0,6b: -5 to 0
44317,6b,-5 to 0,6b: -5 to 0
44319,6a,-10 to -5,6a: -10 to -5
44320,6b,-5 to 0,6b: -5 to 0
44321,6a,-10 to -5,6a: -10 to -5
44325,6b,-5 to 0,6b: -5 to 0
44326,6b,-5 to 0,6b: -5 to 0
44328,6b,-5 to 0,6b: -5 to 0
44333,6a,-10 to -5,6a: -10 to -5
44334,6b,-5 to 0,6b: -5 to 0
44372,6b,-5 to 0,6b: -5 to 0
44396,6b,-5 to 0,6b: -5 to 0
44398,6b,-5 to 0,6b: -5 to 0
44401,6a,-10 to -5,6a: -10 to -5
44402,6a,-10 to -5,6a: -10 to -5
44403,6a,-10 to -5,6a: -10 to -5
44404,6a,-10 to -5,6a: -10 to -5
44405,6a,-10 to -5,6a: -10 to -5
44406,5b,-15 to -10,5b: -15 to -10
44408,6a,-10 to -5,6a: -10 to -5
44410,6a,-10 to -5,6a: -10 to -5
44411,6a,-10 to -5,6a: -10 to -5
44412,6a,-10 to -5,6a: -10 to -5
44413,6a,-10 to -5,6a: -10 to -5
44415,6a,-10 to -5,6a: -10 to -5
44416,6a,-10 to -5,6a: -10 to -5
44417,6a,-10 to -5,6a: -10 to -5
44418,6a,-10 to -5,6a: -10 to -5
44420,6a,-10 to -5,6a: -10 to -5
44422,6a,-10 to -5,6a: -10 to -5
44423,5b,-15 to -10,5b: -15 to -10
44424,6a,-10 to -5,6a: -10 to -5
44425,6a,-10 to -5,6a: -10 to -5
44427,5b,-15 to -10,5b: -15 to -10
44428,6a,-10 to -5,6a: -10 to -5
44429,6a,-10 to -5,6a: -10 to -5
44430,6a,-10 to -5,6a: -10 to -5
44431,6a,-10 to -5,6a: -10 to -5
44432,6a,-10 to -5,6a: -10 to -5
44436,6a,-10 to -5,6a: -10 to -5
44437,6a,-10 to -5,6a: -10 to -5
44438,6a,-10 to -5,6a: -10 to -5
44439,6a,-10 to -5,6a: -10 to -5
44440,6a,-10 to -5,6a: -10 to -5
44441,6a,-10 to -5,6a: -10 to -5
44442,6a,-10 to -5,6a: -10 to -5
44443,6a,-10 to -5,6a: -10 to -5
44444,6a,-10 to -5,6a: -10 to -5
44445,6a,-10 to -5,6a: -10 to -5
44446,6a,-10 to -5,6a: -10 to -5
44449,6a,-10 to -5,6a: -10 to -5
44450,6a,-10 to -5,6a: -10 to -5
44451,6a,-10 to -5,6a: -10 to -5
44452,6a,-10 to -5,6a: -10 to -5
44453,6a,-10 to -5,6a: -10 to -5
44454,6a,-10 to -5,6a: -10 to -5
44455,6a,-10 to -5,6a: -10 to -5
44460,6a,-10 to -5,6a: -10 to -5
44470,6a,-10 to -5,6a: -10 to -5
44471,6a,-10 to -5,6a: -10 to -5
44473,6a,-10 to -5,6a: -10 to -5
44481,6a,-10 to -5,6a: -10 to -5
44482,6a,-10 to -5,6a: -10 to -5
44483,6a,-10 to -5,6a: -10 to -5
44484,6a,-10 to -5,6a: -10 to -5
44485,6a,-10 to -5,6a: -10 to -5
44486,6a,-10 to -5,6a: -10 to -5
44490,6a,-10 to -5,6a: -10 to -5
44491,6a,-10 to -5,6a: -10 to -5
44492,6a,-10 to -5,6a: -10 to -5
44493,5b,-15 to -10,5b: -15 to -10
44501,6a,-10 to -5,6a: -10 to -5
44502,6a,-10 to -5,6a: -10 to -5
44503,6a,-10 to -5,6a: -10 to -5
44504,6a,-10 to -5,6a: -10 to -5
44505,6a,-10 to -5,6a: -10 to -5
44506,6a,-10 to -5,6a: -10 to -5
44507,6a,-10 to -5,6a: -10 to -5
44509,6a,-10 to -5,6a: -10 to -5
44510,6a,-10 to -5,6a: -10 to -5
44511,6a,-10 to -5,6a: -10 to -5
44512,6a,-10 to -5,6a: -10 to -5
44513,6a,-10 to -5,6a: -10 to -5
44514,6a,-10 to -5,6a: -10 to -5
44515,6a,-10 to -5,6a: -10 to -5
44555,6a,-10 to -5,6a: -10 to -5
44601,6a,-10 to -5,6a: -10 to -5
44606,6a,-10 to -5,6a: -10 to -5
44607,6a,-10 to -5,6a: -10 to -5
44608,6a,-10 to -5,6a: -10 to -5
44609,6a,-10 to -5,6a: -10 to -5
44610,6a,-10 to -5,6a: -10 to -5
44611,6a,-10 to -5,6a: -10 to -5
44612,6a,-10 to -5,6a: -10 to -5
44613,6a,-10 to -5,6a: -10 to -5
44614,6a,-10 to -5,6a: -10 to -5
44615,6a,-10 to -5,6a: -10 to -5
44617,6a,-10 to -5,6a: -10 to -5
44618,6a,-10 to -5,6a: -10 to -5
44619,6a,-10 to -5,6a: -10 to -5
44620,6a,-10 to -5,6a: -10 to -5
44621,6a,-10 to -5,6a: -10 to -5
44622,6a,-10 to -5,6a: -10 to -5
44624,6a,-10 to -5,6a: -10 to -5
44625,6a,-10 to -5,6a: -10 to -5
44626,6a,-10 to -5,6a: -10 to -5
44627,6a,-10 to -5,6a: -10 to -5
44628,6a,-10 to -5,6a: -10 to -5
44629,6a,-10 to -5,6a: -10 to -5
44630,6a,-10 to -5,6a: -10 to -5
44632,6a,-10 to -5,6a: -10 to -5
44633,6a,-10 to -5,6a: -10 to -5
44634,6a,-10 to -5,6a: -10 to -5
44636,6a,-10 to -5,6a: -10 to -5
44637,6a,-10 to -5,6a: -10 to -5
44638,6a,-10 to -5,6a: -10 to -5
44639,6a,-10 to -5,6a: -10 to -5
44640,6a,-10 to -5,6a: -10 to -5
44641,6a,-10 to -5,6a: -10 to -5
44643,6a,-10 to -5,6a: -10 to -5
44644,6a,-10 to -5,6a: -10 to -5
44645,6a,-10 to -5,6a: -10 to -5
44646,6a,-10 to -5,6a: -10 to -5
44647,6a,-10 to -5,6a: -10 to -5
44648,6a,-10 to -5,6a: -10 to -5
44650,6a,-10 to -5,6a: -10 to -5
44651,6a,-10 to -5,6a: -10 to -5
44652,6a,-10 to -5,6a: -10 to -5
44653,6a,-10 to -5,6a: -10 to -5
44654,6a,-10 to -5,6a: -10 to -5
44656,6a,-10 to -5,6a: -10 to -5
44657,6a,-10 to -5,6a: -10 to -5
44659,6a,-10 to -5,6a: -10 to -5
44660,6a,-10 to -5,6a: -10 to -5
44661,6a,-10 to -5,6a: -10 to -5
44662,6a,-10 to -5,6a: -10 to -5
44663,6a,-10 to -5,6a: -10 to -5
44665,6a,-10 to -5,6a: -10 to -5
44666,6a,-10 to -5,6a: -10 to -5
44667,6a,-10 to -5,6a: -10 to -5
44669,6a,-10 to -5,6a: -10 to -5
44670,6a,-10 to -5,6a: -10 to -5
44671,6a,-10 to -5,6a: -10 to -5
44672,6a,-10 to -5,6a: -10 to -5
44675,6a,-10 to -5,6a: -10 to -5
44676,6a,-10 to -5,6a: -10 to -5
44677,6a,-10 to -5,6a: -10 to -5
44678,6a,-10 to -5,6a: -10 to -5
44679,6a,-10 to -5,6a: -10 to -5
44680,6a,-10 to -5,6a: -10 to -5
44681,6a,-10 to -5,6a: -10 to -5
44682,6a,-10 to -5,6a: -10 to -5
44683,6a,-10 to -5,6a: -10 to -5
44685,6a,-10 to -5,6a: -10 to -5
44687,6a,-10 to -5,6a: -10 to -5
44688,6a,-10 to -5,6a: -10 to -5
44689,6a,-10 to -5,6a: -10 to -5
44690,6a,-10 to -5,6a: -10 to -5
44691,6a,-10 to -5,6a: -10 to -5
44693,6a,-10 to -5,6a: -10 to -5
44695,6a,-10 to -5,6a: -10 to -5
44697,6a,-10 to -5,6a: -10 to -5
44699,6a,-10 to -5,6a: -10 to -5
44701,6a,-10 to -5,6a: -10 to -5
44702,6a,-10 to -5,6a: -10 to -5
44703,6a,-10 to -5,6a: -10 to -5
44704,6a,-10 to -5,6a: -10 to -5
44705,6a,-10 to -5,6a: -10 to -5
44706,6a,-10 to -5,6a: -10 to -5
44707,6a,-10 to -5,6a: -10 to -5
44708,6a,-10 to -5,6a: -10 to -5
44709,6a,-10 to -5,6a: -10 to -5
44710,6a,-10 to -5,6a: -10 to -5
44711,6a,-10 to -5,6a: -10 to -5
44714,6a,-10 to -5,6a: -10 to -5
44718,6a,-10 to -5,6a: -10 to -5
44720,6a,-10 to -5,6a: -10 to -5
44721,6a,-10 to -5,6a: -10 to -5
44730,6a,-10 to -5,6a: -10 to -5
44735,6a,-10 to -5,6a: -10 to -5
44750,6a,-10 to -5,6a: -10 to -5
44767,6a,-10 to -5,6a: -10 to -5
44799,6a,-10 to -5,6a: -10 to -5
44802,6a,-10 to -5,6a: -10 to -5
44804,6a,-10 to -5,6a: -10 to -5
44805,6a,-10 to -5,6a: -10 to -5
44807,6a,-10 to -5,6a: -10 to -5
44809,6a,-10 to -5,6a: -10 to -5
44811,6a,-10 to -5,6a: -10 to -5
44813,5b,-15 to -10,5b: -15 to -10
44814,6a,-10 to -5,6a: -10 to -5
44815,6a,-10 to -5,6a: -10 to -5
44816,6a,-10 to -5,6a: -10 to -5
44817,6a,-10 to -5,6a: -10 to -5
44818,6a,-10 to -5,6a: -10 to -5
44820,6a,-10 to -5,6a: -10 to -5
44822,5b,-15 to -10,5b: -15 to -10
44824,6a,-10 to -5,6a: -10 to -5
44825,6a,-10 to -5,6a: -10 to -5
44826,6a,-10 to -5,6a: -10 to -5
44827,6a,-10 to -5,6a: -10 to -5
44828,6a,-10 to -5,6a: -10 to -5
44830,6a,-10 to -5,6a: -10 to -5
44833,6a,-10 to -5,6a: -10 to -5
44836,6a,-10 to -5,6a: -10 to -5
44837,6a,-10 to -5,6a: -10 to -5
44838,5b,-15 to -10,5b: -15 to -10
44839,6b,-5 to 0,6b: -5 to 0
44840,6a,-10 to -5,6a: -10 to -5
44841,6a,-10 to -5,6a: -10 to -5
44842,5b,-15 to -10,5b: -15 to -10
44843,5b,-15 to -10,5b: -15 to -10
44844,6a,-10 to -5,6a: -10 to -5
44845,6a,-10 to -5,6a: -10 to -5
44846,6a,-10 to -5,6a: -10 to -5
44847,6a,-10 to -5,6a: -10 to -5
44848,6a,-10 to -5,6a: -10 to -5
44849,6a,-10 to -5,6a: -10 to -5
44850,6a,-10 to -5,6a: -10 to -5
44851,6a,-10 to -5,6a: -10 to -5
44853,6a,-10 to -5,6a: -10 to -5
44854,6a,-10 to -5,6a: -10 to -5
44855,6a,-10 to -5,6a: -10 to -5
44856,6a,-10 to -5,6a: -10 to -5
44857,6a,-10 to -5,6a: -10 to -5
44859,6a,-10 to -5,6a: -10 to -5
44860,6a,-10 to -5,6a: -10 to -5
44861,6a,-10 to -5,6a: -10 to -5
44862,5b,-15 to -10,5b: -15 to -10
44864,5b,-15 to -10,5b: -15 to -10
44865,6a,-10 to -5,6a: -10 to -5
44866,6a,-10 to -5,6a: -10 to -5
44867,6a,-10 to -5,6a: -10 to -5
44870,6b,-5 to 0,6b: -5 to 0
44871,6b,-5 to 0,6b: -5 to 0
44874,6a,-10 to -5,6a: -10 to -5
44875,6a,-10 to -5,6a: -10 to -5
44878,6a,-10 to -5,6a: -10 to -5
